index	t вып-обр	t обработка	t под током	t продувка	ПСН гр.	чист расход C	чист расход Cr	чист расход Mn	чист расход Si	чист расход V	температура первая	температура последняя	Ar (интенс.)	N2 (интенс.)	эл. энергия (интенс.)	произв жидкая сталь	расход газ Ar	расход газ  N2	расход C пров.	сыпуч кварцит	сыпуч кокс пыль УСТК	сыпуч  кокс. мелочь (сух.)	сыпуч  кокс. мелочь КМ1	сыпуч  шпат плав.	ферспл CaC2	ферспл FeMo	ферспл FeSi-75	ферспл FeV азот.	ферспл  FeV-80	ферспл  Mn5Si65Al0.5	ферспл  Ni H1 пласт.	ферспл SiMn18	ферспл  ферванит	ферспл  фх850А	эл. энергия	химсталь первый Al_1	химсталь первый C_1	химсталь первый Cr_1	химсталь первый Cu_1	химсталь первый Mn_1	химсталь первый Mo_1	химсталь первый N_1	химсталь первый Ni_1	химсталь первый P_1	химсталь первый S_1	химсталь первый Si_1	химсталь первый Ti_1	химсталь первый V_1	химсталь последний Al	химсталь последний C	химсталь последний Ca	химсталь последний Cr	химсталь последний Cu	химсталь последний Mn	химсталь последний Mo	химсталь последний N	химсталь последний Ni	химсталь последний P	химсталь последний S	химсталь последний Si	химсталь последний Ti	химсталь последний V	химшлак первый Al2O3_1	химшлак первый CaO_1	химшлак первый FeO_1	химшлак первый MgO_1	химшлак первый MnO_1	химшлак первый R_1	химшлак первый SiO2_1	химшлак последний Al2O3	химшлак последний CaO	химшлак последний FeO	химшлак последний MgO	химшлак последний MnO	химшлак последний R	химшлак последний SiO2
96	0.2111111111111111	0.09181959949622168	0.17812142096219932	0.10866633556552399	0.1733637251871262	0.4812303679605116	0.24563715720170404	0.23690813020250584	0.15620089284751967	0.4944230280551696	0.48125	0.5229357798165137	0.3683472579206553	0.0	0.22339478497994492	0.13675213675213665	0.18073016659441377	0.0	0.0	0.0	0.07097386873389198	0.0	0.4658838459122774	0.28786284062399514	0.25	0.0	0.0	0.0	0.49903453037184076	0.15819868446160149	0.0	0.24214887296158616	0.0	0.2474291150565977	0.1912292764917106	0.3333333333333333	0.5121107266435986	0.6813186813186811	0.5172413793103448	0.7516129032258063	0.1904761904761905	0.4615384615384615	0.30508474576271183	0.3333333333333334	0.19444444444444448	0.8333333333333333	0.16666666666666669	0.015384615384615384	0.4000000000000001	0.5733333333333327	0.0527677782278637	0.48514851485148486	0.5135135135135135	0.6597938144329905	0.19047619047619047	0.5	0.30769230769230776	0.31250000000000006	0.44	0.5753424657534243	0.3333333333333333	0.12500000000000008	0.19911805640276212	0.6511627906976744	0.019083969465648856	0.30293159609120524	0.03902439024390243	0.3783783783783784	0.5094989515769955	0.5891767925814965	0.7974683544303798	0.1363636363636364	0.21495327102803738	0.035460992907801414	0.6923076923076924	0.5825731459811874
98	0.16666666666666666	0.09307904534005038	0.17411225773195874	0.11015686008798965	0.1837816745251552	0.5109588849001572	0.4342454870068203	0.572176123339663	0.34198948500675785	0.5257438215368978	0.525	0.5229357798165137	0.3771738267276365	0.0	0.2363808222842997	0.19515669515669518	0.18738775004644825	0.0	0.0	0.0	0.7211498901559615	0.0	0.010428324590797853	0.23391305582278263	0.25	0.0	0.0	0.0	0.530630737532497	0.28083520704903	0.0	0.5751177891889899	0.0	0.440396008631829	0.1976468790587516	0.0	0.5207612456747404	0.5201465201465201	0.5172413793103448	0.4387096774193548	0.1904761904761905	0.6923076923076923	0.30508474576271183	0.26666666666666666	0.3611111111111111	0.7037037037037036	0.0	0.015384615384615384	0.20000000000000004	0.666666666666667	0.06711978158804759	0.5049504950495052	0.5135135135135135	0.7628865979381452	0.19047619047619047	0.7999999999999998	0.30769230769230776	0.31250000000000006	0.5599999999999999	0.5136986301369859	0.3333333333333333	0.14999999999999994	0.16334027003140686	0.5658914728682171	0.022900763358778626	0.3941368078175896	0.06829268292682926	0.21621621621621623	0.6871033864012004	0.5475701388379653	0.7183544303797469	0.2272727272727273	0.2554517133956386	0.07092198581560284	0.38461538461538475	0.8366954839508558
99	0.14444444444444443	0.1026148495861821	0.1540664381443299	0.12144226004380124	0.17611050089243124	0.7012213933138882	0.5264420712845098	0.7291431868640779	0.46803791260786065	0.5238082365090264	0.54375	0.3944954128440367	0.5969751961108598	0.0	0.24191105469563326	0.18091168091168094	0.3229392456803121	0.0	0.0	0.0	0.07097386873389198	0.0	0.668847984465612	0.1098285507799939	0.25	0.0	0.0	0.0	0.5286782235358842	0.38076126249063846	0.0	0.7294627555652343	0.0	0.5368794554194447	0.18145007258002904	0.0	0.3269896193771626	0.43589743589743574	0.47413793103448265	0.26129032258064533	0.1904761904761905	0.6923076923076923	0.3389830508474576	0.13333333333333333	0.41666666666666674	0.5486111111111112	0.0	0.0	0.20000000000000004	0.6133333333333335	0.03841577486767981	0.5148514851485145	0.4864864864864865	0.7628865979381452	0.19047619047619047	0.7999999999999998	0.34188034188034194	0.25	0.5599999999999999	0.5890410958904106	0.3333333333333333	0.10000000000000007	0.1427191370528378	0.4864341085271318	0.0267175572519084	0.52442996742671	0.2780487804878048	0.16216216216216212	0.6999789181093091	0.5448043833517464	0.550632911392405	0.1363636363636364	0.45482866043613707	0.07092198581560284	0.23076923076923078	0.8418878289565511
101	0.06666666666666667	0.08636200071968335	0.09192439862542956	0.10220739582621799	0.1562858501081185	0.5929717298631367	0.3695078592142813	0.40387775505843265	0.30259598326395915	0.47701492779402777	0.675	0.48623853211009177	0.3324591221968359	0.0	0.227106954008664	0.14529914529914534	0.15351148820214278	0.0	0.0	0.0	0.07097386873389198	0.0	0.5715201519429602	0.09903859381975139	0.25	0.0	0.0	0.0	0.4814726917724728	0.2778071447629207	0.0	0.406899117969937	0.0	0.3767169337520027	0.10864084345633739	0.3333333333333333	0.40138408304498263	0.5641025641025641	0.5172413793103448	0.5677419354838706	0.380952380952381	0.6153846153846153	0.42372881355932196	0.3333333333333334	0.38888888888888895	0.6574074074074072	0.0	0.046153846153846156	0.20000000000000004	0.6733333333333329	0.02406377150749593	0.4950495049504953	0.5045045045045046	0.7113402061855678	0.38095238095238093	0.6999999999999998	0.41880341880341887	0.375	0.5599999999999999	0.5068493150684927	0.3333333333333333	0.17499999999999996	0.17403671154504596	0.4844961240310079	0.019083969465648856	0.52442996742671	0.16585365853658535	0.16216216216216212	0.6806314857305722	0.5509026158092917	0.5379746835443038	0.1363636363636364	0.4392523364485981	0.07092198581560284	0.23076923076923078	0.8167338549385894
102	0.07777777777777778	0.08642197445124147	0.08562428522336764	0.10227837332638537	0.17091005750902558	0.674886414628674	0.45377752400799076	0.5692364497410017	0.2383053573006775	0.5133720270116838	0.70625	0.47706422018348627	0.32132459706850586	0.0	0.23060262897721057	0.20085470085470075	0.14851055923700995	0.0	0.0	0.0	0.07097386873389198	0.0	0.6486702630889646	0.11522352926011514	0.25	0.0	0.0	0.0	0.5181497502723812	0.16879690246298418	0.0	0.5751177891889899	0.0	0.4635520358608568	0.10443884177553671	0.3333333333333333	0.3546712802768166	0.49816849816849806	0.4827586206896552	0.4032258064516128	0.28571428571428575	0.5384615384615385	0.3389830508474576	0.26666666666666666	0.3333333333333333	0.6898148148148147	0.0	0.015384615384615384	0.20000000000000004	0.5533333333333335	0.02406377150749593	0.48514851485148486	0.4684684684684685	0.6804123711340214	0.28571428571428564	0.6000000000000001	0.34188034188034194	0.25	0.48000000000000004	0.45890410958904143	0.3333333333333333	0.17499999999999996	0.1984956512360143	0.5058139534883721	0.03816793893129771	0.5048859934853421	0.1219512195121951	0.18918918918918917	0.6627476117627326	0.566607945432304	0.3702531645569621	0.18181818181818185	0.2834890965732087	0.049645390070921995	0.30769230769230776	0.552823806978964
103	0.05555555555555555	0.0882211827995682	0.20189003436426117	0.10440769407276491	0.10284853054648807	0.5984055979358314	0.22531309945615632	0.4639794228782192	0.21133886171641425	0.5133720270116838	0.45	0.5504587155963303	0.6359278317840611	0.0	0.24071042851942434	0.19800569800569787	0.30722425218306804	0.0	0.0	0.0	0.07097386873389198	0.0	0.5857632493852996	0.23391305582278263	0.25	0.0	0.0	0.0	0.5181497502723812	0.16425480903382017	0.0	0.4675965766572241	0.0	0.22813242569907452	0.22958209183283673	0.3333333333333333	0.4256055363321799	0.7142857142857142	0.5862068965517242	0.5387096774193548	0.42857142857142866	0.5384615384615385	0.4745762711864405	0.46666666666666673	0.38888888888888895	0.7824074074074072	0.16666666666666669	0.015384615384615384	0.20000000000000004	0.5666666666666668	0.03841577486767981	0.5247524752475244	0.5945945945945947	0.7835051546391761	0.4761904761904763	0.5	0.4786324786324786	0.5	0.5599999999999999	0.5410958904109585	0.3333333333333333	0.17499999999999996	0.19910259236542774	0.6414728682170542	0.022900763358778626	0.4364820846905538	0.053658536585365846	0.3243243243243243	0.5843007215603836	0.595062822621677	0.680379746835443	0.2272727272727273	0.34579439252336447	0.04255319148936171	0.6153846153846154	0.5541525146970185
104	0.06666666666666667	0.09307904534005038	0.08848797250859106	0.11015686008798965	0.20569706109297614	0.686062654251739	0.39010711060829917	0.5337836573798872	0.28510763964484415	0.5060257248982196	0.75	0.5412844036697247	0.6898890827957868	0.0	0.241462765317978	0.18091168091168094	0.349197993435313	0.0	0.0	0.0	0.07097386873389198	0.0	0.6652872101050271	0.27167790518363133	0.25	0.0	0.0	0.0	0.5107388269813703	0.22784411704211643	0.0	0.5334966746605645	0.0	0.3979432920452781	0.1137596455038582	0.0	0.3685121107266436	0.5457875457875457	0.5086206896551724	0.4354838709677419	0.23809523809523808	0.6153846153846153	0.3135593220338983	0.26666666666666666	0.3611111111111111	0.6851851851851851	0.0	0.030769230769230767	0.20000000000000004	0.6200000000000002	0.02406377150749593	0.4950495049504953	0.5135135135135135	0.7422680412371142	0.23809523809523808	0.5	0.3162393162393163	0.375	0.39999999999999997	0.4863013698630141	0.3333333333333333	0.14999999999999994	0.17240078441836182	0.5368217054263567	0.007633587786259542	0.43322475570032576	0.18536585365853656	0.18918918918918917	0.6971731624138023	0.5603831097360694	0.44620253164556967	0.18181818181818185	0.5233644859813084	0.06382978723404255	0.23076923076923078	0.7186974137753014
106	0.1111111111111111	0.09349886074127385	0.20332187972508586	0.11065370173743294	0.19049543118702192	0.6084529952883105	0.4069610435670411	0.5116265183033049	0.17862770500248973	0.49983374514076234	0.45625	0.5412844036697247	0.2717120249628529	0.0	0.23831364474172706	0.14814814814814803	0.13257880720876938	0.0	0.0	0.0	0.07097386873389198	0.0	0.5833893998115763	0.15838335710108514	0.25	0.0	0.0	0.0	0.5044929396662389	0.11731984359912528	0.0	0.5144203305017028	0.0	0.41531031246704897	0.22897089158835662	0.3333333333333333	0.39792387543252594	0.5201465201465201	0.5517241379310346	0.45161290322580644	0.23809523809523808	0.4615384615384615	0.3898305084745762	0.13333333333333333	0.3333333333333333	0.8032407407407407	0.0	0.015384615384615384	0.20000000000000004	0.5933333333333335	0.009711768147312044	0.48514851485148486	0.5585585585585585	0.7113402061855678	0.23809523809523808	0.5	0.39316239316239315	0.18749999999999994	0.5200000000000001	0.5068493150684927	0.3333333333333333	0.14999999999999994	0.18177117749267147	0.5968992248062016	0.019083969465648856	0.42996742671009774	0.1219512195121951	0.21621621621621623	0.6966909002053298	0.5650072662505726	0.6772151898734177	0.27272727272727276	0.24922118380062305	0.07801418439716312	0.38461538461538475	0.7879596484045902
107	0.07777777777777778	0.11760825260885212	0.34364261168384874	0.1391865997389188	0.20569706109297614	0.6086633385685438	0.3695078592142813	0.5468354793966833	0.25453267774498883	0.5110512173099694	0.25625	0.5596330275229358	0.23310350457478132	0.0	0.24641355814893276	0.20085470085470075	0.14220907908589828	0.0	0.0	0.0	0.8691111729303492	0.0	0.010579254673555676	0.21772812038241887	0.25	0.0	0.0	0.0	0.5158088909504752	0.19150736960880427	0.0	0.5473703795033729	0.0	0.3767169337520027	0.3817709527083811	0.3333333333333333	0.38581314878892736	0.5677655677655675	0.37931034482758613	0.49032258064516127	0.380952380952381	0.4615384615384615	0.38135593220338976	0.19999999999999996	0.30555555555555564	0.7824074074074072	0.16666666666666669	0.015384615384615384	0.20000000000000004	0.6000000000000002	0.0527677782278637	0.5445544554455448	0.3873873873873873	0.8350515463917535	0.4761904761904763	0.4000000000000001	0.4102564102564103	0.25	0.5200000000000001	0.5342465753424661	0.3333333333333333	0.19999999999999996	0.21744756177839075	0.6550387596899225	0.022900763358778626	0.26710097719869713	0.053658536585365846	0.4054054054054053	0.47391514267001494	0.6067998465752195	0.6329113924050632	0.31818181818181823	0.3239875389408099	0.05673758865248226	0.6153846153846154	0.49604432546801497
122	0.15555555555555556	0.12426532349766105	0.2448453608247423	0.1470650865005231	0.2643815172708804	0.598889387480368	0.4107063620023171	0.683344003687172	0.34416016934355664	0.5423355158225965	0.55	0.5412844036697247	0.3875001120865955	0.0	0.2519800087087368	0.18660968660968652	0.2428624512293305	0.0	0.0	0.0	0.07097386873389198	0.0	0.5703332271560987	0.15838335710108514	0.25	0.0	0.0	0.0	0.5438992028133462	0.25661070876015524	0.0	0.6809047886154046	0.0	0.41916965033855363	0.2845137138054855	0.0	0.44117647058823534	0.5494505494505492	0.560344827586207	0.32903225806451636	0.28571428571428575	0.38461538461538464	0.347457627118644	0.13333333333333333	0.5833333333333334	0.6712962962962962	0.0	0.015384615384615384	0.4000000000000001	0.6133333333333335	0.138879798388967	0.5346534653465344	0.5675675675675677	0.7938144329896917	0.28571428571428564	0.5	0.3504273504273504	0.18749999999999994	0.5200000000000001	0.5000000000000003	0.3333333333333333	0.17499999999999996	0.21334595553009483	0.4709302325581396	0.0267175572519084	0.501628664495114	0.18536585365853656	0.18918918918918917	0.6430143255799662	0.570037830838304	0.6582278481012659	0.18181818181818185	0.2897196261682243	0.09929078014184396	0.38461538461538475	0.7880182160812003
