index	t вып-обр	ПСН гр.	чист расход C	чист расход Si	температура первая	эл. энергия (интенс.)	сыпуч известь РП	сыпуч  кокс. мелочь КМ1	сыпуч  шпат плав.	химсталь первый C_1	химсталь первый N_1	химсталь первый S_1	химсталь первый Si_1	химсталь последний C	химсталь последний Ca	химсталь последний Mn	химсталь последний N	химсталь последний S	химсталь последний V	химшлак первый Al2O3_1	химшлак первый CaO_1	химшлак первый FeO_1	химшлак первый MgO_1	химшлак первый MnO_1	химшлак первый R_1	химшлак первый SiO2_1	химшлак последний FeO	химшлак последний MgO	химшлак последний MnO
1879	0.4	0.31309578469009375	0.5293612066097372	0.24389100007460415	0.56875	0.2325016432468639	0.20296799518240152	0.5052053602727493	0.3532737670854306	0.5302782324058919	0.4615384615384615	0.17647058823529416	0.7824074074074073	0.5149253731343284	0.05071787327572726	0.5263157894736848	0.3636363636363636	0.3333333333333333	0.18604651162790692	0.2083333333333333	0.6666666666666669	0.011450381679389315	0.24429967426710097	0.010126582278481011	0.4054054054054053	0.4955357142857143	0.27272727272727276	0.1370716510903427	0.07092198581560284
1880	0.4888888888888889	0.31309578469009375	0.5532258511700122	0.25106703649224876	0.4	0.2319883678599679	0.14664701562194052	0.5310003414907577	0.18044175656515776	0.5319148936170213	0.3846153846153845	0.20588235294117643	0.7777777777777778	0.6343283582089555	0.0651009358018526	0.5684210526315796	0.4545454545454546	0.5555555555555555	0.18604651162790692	0.25833333333333336	0.6453488372093024	0.011450381679389315	0.16286644951140067	0.012658227848101266	0.4324324324324324	0.4464285714285714	0.18181818181818185	0.17445482866043616	0.021276595744680857
1881	0.5444444444444444	0.1963303783962841	0.6310787956082955	0.2568024528921939	0.55	0.21098918423440724	0.14664701562194052	0.6130752817298751	0.35884899323124586	0.4615384615384616	0.3846153846153845	0.2647058823529412	0.7685185185185185	0.5223880597014926	0.021951748223476567	0.5473684210526322	0.3636363636363636	0.7222222222222221	0.16279069767441853	0.22499999999999998	0.7131782945736435	0.022900763358778626	0.14332247557003258	0.015189873417721518	0.4054054054054053	0.5089285714285715	0.18181818181818185	0.13395638629283488	0.028368794326241138
1882	0.5333333333333333	0.28141659011912284	0.6111858156814904	0.29566796605755696	0.56875	0.22148629944472986	0.22166170329152304	0.5861078013655936	0.33097286250216956	0.458265139116203	0.6153846153846153	0.17647058823529416	0.7430555555555555	0.6268656716417913	0.05071787327572726	0.5789473684210533	0.4545454545454546	0.38888888888888895	0.18604651162790692	0.24999999999999997	0.6744186046511628	0.007633587786259542	0.1921824104234528	0.015189873417721518	0.3783783783783784	0.5178571428571429	0.09090909090909091	0.1838006230529595	0.035460992907801414
1888	0.23333333333333334	0.24196549817698887	0.6529056227126538	0.3489292702957406	0.83125	0.20955588453149568	0.21764812735198313	0.6248002731926061	0.34769854093961533	0.41734860883797054	0.4615384615384615	0.411764705882353	0.6851851851851851	0.5	0.036334810749601903	0.5578947368421059	0.4545454545454546	0.5555555555555555	0.16279069767441853	0.13333333333333333	0.5872093023255814	0.019083969465648856	0.35179153094462545	0.02278481012658228	0.21621621621621623	0.6964285714285715	0.18181818181818185	0.36760124610591893	0.07092198581560284
1889	0.2777777777777778	0.2512591403858914	0.613667239658423	0.36463036303199686	0.5875	0.21725278690030206	0.23514465409407362	0.5861078013655936	0.29194627948146284	0.458265139116203	0.5384615384615383	0.23529411764705882	0.6967592592592592	0.5298507462686568	0.07948399832797794	0.5368421052631586	0.3636363636363636	0.5000000000000001	0.1395348837209303	0.19999999999999998	0.5406976744186047	0.0267175572519084	0.4755700325732899	0.03037974683544304	0.29729729729729726	0.5133928571428571	0.1363636363636364	0.3894080996884735	0.06382978723404255
1891	0.34444444444444444	0.2886963081459697	0.6167239658422978	0.3016219736451588	0.6125	0.20860281746721276	0.16004345179742024	0.5919702970969591	0.15256562583608152	0.4648117839607202	0.6153846153846153	0.23529411764705882	0.7384259259259258	0.4850746268656716	0.05071787327572726	0.49473684210526375	0.4545454545454546	0.5555555555555555	0.18604651162790692	0.25833333333333336	0.6434108527131784	0.007633587786259542	0.2736156351791531	0.01772151898734177	0.35135135135135137	0.5401785714285714	0.2272727272727273	0.3239875389408099	0.06382978723404255
1892	0.4444444444444444	0.17108716165782695	0.5608374459354553	0.20445298617966398	0.41875	0.20721697399729397	0.14932630285703646	0.5356903380758501	0.5038048730224425	0.5106382978723405	0.4615384615384615	0.2647058823529412	0.7939814814814813	0.3955223880597013	0.036334810749601903	0.48421052631579004	0.27272727272727276	0.38888888888888895	0.16279069767441853	0.26666666666666666	0.6453488372093024	0.011450381679389315	0.2899022801302932	0.027848101265822784	0.35135135135135137	0.5446428571428572	0.09090909090909091	0.2367601246105919	0.049645390070921995
1893	0.5222222222222223	0.21445739128996494	0.5761547632250195	0.19349636312597576	0.3875	0.20996917664558554	0.10140486085767185	0.5661753158789509	0.3421233147938001	0.4811783960720132	0.4615384615384615	0.29411764705882354	0.7939814814814813	0.6119402985074629	0.036334810749601903	0.7684210526315787	0.4545454545454546	0.6111111111111112	0.1395348837209303	0.24166666666666667	0.6472868217054265	0.015267175572519085	0.28013029315960913	0.035443037974683546	0.3243243243243243	0.5758928571428572	0.2272727272727273	0.19937694704049844	0.049645390070921995
1894	0.45555555555555555	0.11823886748749997	0.6772277364977265	0.3242492842988806	0.55625	0.1876142019046561	0.5458608136512368	0.6623202458733456	0.31982241021053914	0.4124386252045827	0.3846153846153845	0.32352941176470584	0.6226851851851851	0.7014925373134332	0.021951748223476567	0.45263157894736894	0.3636363636363636	0.3333333333333333	0.16279069767441853	0.18333333333333332	0.5174418604651163	0.022900763358778626	0.4201954397394137	0.05822784810126583	0.21621621621621623	0.6294642857142857	0.31818181818181823	0.4641744548286604	0.06382978723404255
1917	0.12222222222222222	0.11823886748749997	0.49314489297992675	0.2702447700226641	1.0	0.23387555057513326	0.18147774967818783	0.46885788673828305	0.38672512396032216	0.5711947626841244	0.30769230769230765	0.20588235294117643	0.7662037037037036	0.43283582089552225	0.05071787327572726	0.46315789473684266	0.27272727272727276	0.38888888888888895	0.16279069767441853	0.24166666666666667	0.6395348837209303	0.015267175572519085	0.3192182410423453	0.01772151898734177	0.3783783783783784	0.5044642857142857	0.3636363636363637	0.22429906542056074	0.028368794326241138
1919	0.07777777777777778	0.1887387626449169	0.5538843295996452	0.3007746725653847	0.475	0.1968353226702995	0.1938062498016518	0.5192753500280266	0.14141517354445102	0.48281505728314245	0.6153846153846153	0.17647058823529416	0.7384259259259258	0.5298507462686568	0.05071787327572726	0.43157894736842156	0.6363636363636365	0.5000000000000001	0.18604651162790692	0.3583333333333334	0.6298449612403102	0.011450381679389315	0.32573289902280134	0.010126582278481011	0.3783783783783784	0.4776785714285715	0.1363636363636364	0.2554517133956386	0.04255319148936171
1921	0.3333333333333333	0.20574419890879356	0.571483032050571	0.29926535246013597	0.49375	0.18673497425741692	0.13057129221136482	0.5415528338072156	0.16371607812771202	0.4779050736497546	0.6923076923076922	0.2647058823529412	0.710648148148148	0.6716417910447764	0.05071787327572726	0.49473684210526375	0.6363636363636365	0.6666666666666667	0.16279069767441853	0.24166666666666667	0.6492248062015504	0.022900763358778626	0.2768729641693811	0.035443037974683546	0.35135135135135137	0.5446428571428572	0.1363636363636364	0.15264797507788164	0.028368794326241138
1922	0.4111111111111111	0.16518167203955136	0.5140706443384717	0.19600703905277567	0.3375	0.18975731041935184	0.13075377620061943	0.4911353705174721	0.14141517354445102	0.5400981996726677	0.6923076923076922	0.17647058823529416	0.8263888888888887	0.5149253731343284	0.07948399832797794	0.45263157894736894	0.5454545454545454	0.6111111111111112	0.16279069767441853	0.23333333333333336	0.6879844961240311	0.0267175572519084	0.2019543973941368	0.015189873417721518	0.4054054054054053	0.5223214285714286	0.31818181818181823	0.12461059190031153	0.028368794326241138
1923	0.4666666666666667	0.18992230529893564	0.5925404790950427	0.3024193110248971	0.425	0.18053442676159887	0.14393087658065978	0.5708653124640433	0.15256562583608152	0.4566284779050737	0.6153846153846153	0.29411764705882354	0.7129629629629629	0.656716417910448	0.021951748223476567	0.49473684210526375	0.5454545454545454	0.7777777777777778	0.2093023255813953	0.2083333333333333	0.6085271317829458	0.019083969465648856	0.241042345276873	0.02278481012658228	0.29729729729729726	0.5803571428571428	0.40909090909090917	0.17133956386292834	0.05673758865248226
1924	0.43333333333333335	0.15229027154064043	0.5802303981368526	0.2934778905393202	0.48125	0.17727957139406228	0.14435126232801232	0.5591403210013123	0.2027426611484188	0.4680851063829788	0.6153846153846153	0.23529411764705882	0.736111111111111	0.6641791044776122	0.036334810749601903	0.45263157894736894	0.6363636363636365	0.6111111111111112	0.18604651162790692	0.25833333333333336	0.5387596899224807	0.011450381679389315	0.2768729641693811	0.03037974683544304	0.29729729729729726	0.5044642857142857	0.31818181818181823	0.24922118380062305	0.049645390070921995
1925	0.3111111111111111	0.1553362917459518	0.5353360319396695	0.24943697077858012	0.5875	0.16976887786863787	0.1743120127945958	0.5087228577115687	0.14141517354445102	0.5122749590834699	0.5384615384615383	0.23529411764705882	0.7685185185185185	0.6119402985074629	0.05071787327572726	0.46315789473684266	0.6363636363636365	0.5555555555555555	0.16279069767441853	0.2833333333333333	0.6375968992248063	0.03053435114503817	0.3192182410423453	0.020253164556962026	0.35135135135135137	0.5267857142857143	0.18181818181818185	0.14018691588785046	0.021276595744680857
1927	0.3111111111111111	0.16379210863311122	0.6120730287235222	0.3395798129265378	0.5375	0.17992082025704817	0.1988931167063115	0.5907977979506861	0.14699039969026625	0.4484451718494272	0.5384615384615383	0.32352941176470584	0.7013888888888888	0.6492537313432838	0.0651009358018526	0.5157894736842111	0.4545454545454546	0.7222222222222221	0.16279069767441853	0.23333333333333336	0.5910852713178296	0.015267175572519085	0.42671009771986973	0.025316455696202528	0.24324324324324326	0.6562500000000001	0.18181818181818185	0.2585669781931464	0.028368794326241138
1929	0.4444444444444444	0.16998173836653663	0.5768686924697793	0.21970856925726756	0.30625	0.20310287881478167	0.11958697820759681	0.5591403210013123	0.15256562583608152	0.4860883797054011	0.4615384615384615	0.2647058823529412	0.7777777777777778	0.5746268656716419	0.021951748223476567	0.43157894736842156	0.6363636363636365	0.6666666666666667	0.16279069767441853	0.29166666666666663	0.6569767441860467	0.015267175572519085	0.3289902280130293	0.02278481012658228	0.3783783783783784	0.53125	0.2272727272727273	0.2398753894080997	0.035460992907801414
1930	0.43333333333333335	0.18600709180026093	0.6007194743262726	0.2443677370457793	0.475	0.1781775839368657	0.14393396871377462	0.5861078013655936	0.2027426611484188	0.4762684124386253	0.5384615384615383	0.2647058823529412	0.7638888888888888	0.537313432835821	0.021951748223476567	0.4421052631578953	0.4545454545454546	0.6111111111111112	0.16279069767441853	0.24999999999999997	0.7073643410852714	0.041984732824427475	0.16938110749185667	0.012658227848101266	0.4054054054054053	0.5044642857142857	0.2272727272727273	0.1806853582554517	0.035460992907801414
1932	0.5222222222222223	0.11823886748749997	0.6356673505600532	0.24739678636045087	0.59375	0.1702122891174361	0.13552858020225778	0.6189377774612407	0.33097286250216956	0.43698854337152215	0.5384615384615383	0.29411764705882354	0.7453703703703703	0.6119402985074629	0.05071787327572726	0.45263157894736894	0.5454545454545454	0.6111111111111112	0.18604651162790692	0.25833333333333336	0.616279069767442	0.03053435114503817	0.247557003257329	0.03291139240506329	0.35135135135135137	0.5178571428571429	0.2272727272727273	0.3333333333333333	0.028368794326241138
1933	0.5888888888888889	0.17184297266827234	0.5757458134634579	0.20695741664395947	0.4	0.18465541878714611	0.12008424432088301	0.5556228235624929	0.3030967317730934	0.4811783960720132	0.6153846153846153	0.23529411764705882	0.7986111111111109	0.5746268656716419	0.036334810749601903	0.3789473684210531	0.4545454545454546	0.4444444444444445	0.16279069767441853	0.19166666666666668	0.6976744186046513	0.0	0.24429967426710097	0.020253164556962026	0.35135135135135137	0.5982142857142858	0.1363636363636364	0.23052959501557632	0.035460992907801414
1935	0.6888888888888889	0.11823886748749997	0.5391829322391039	0.16875600432490578	0.48125	0.1686282049726707	0.12796451462587513	0.5251378457593922	0.3421233147938001	0.5482815057283142	0.30769230769230765	0.2647058823529412	0.8171296296296295	0.537313432835821	0.036334810749601903	0.4736842105263163	0.3636363636363636	0.38888888888888895	0.16279069767441853	0.3416666666666666	0.6104651162790699	0.019083969465648856	0.2768729641693811	0.027848101265822784	0.35135135135135137	0.5044642857142857	0.09090909090909091	0.21495327102803738	0.028368794326241138
1936	0.5222222222222223	0.1657033850086513	0.5836713984695575	0.2685064496255846	0.45625	0.18837854382978286	0.08639918824610691	0.5403803346609425	0.2752206010440171	0.5204582651391163	0.3846153846153845	0.14705882352941177	0.7916666666666665	0.5746268656716419	0.036334810749601903	0.5263157894736848	0.4545454545454546	0.4444444444444445	0.16279069767441853	0.24999999999999997	0.6705426356589147	0.011450381679389315	0.247557003257329	0.01772151898734177	0.4054054054054053	0.4955357142857143	0.1363636363636364	0.17757009345794392	0.035460992907801414
1937	0.5	0.21141406724286554	0.6673644227570146	0.23029462820235683	0.29375	0.23468322186695478	0.21898777096953112	0.6529402527031607	0.31982241021053914	0.4648117839607202	0.30769230769230765	0.20588235294117643	0.7523148148148148	0.694029850746269	0.021951748223476567	0.36842105263157937	0.3636363636363636	0.5555555555555555	0.16279069767441853	0.26666666666666666	0.62015503875969	0.022900763358778626	0.28664495114006516	0.01772151898734177	0.35135135135135137	0.5089285714285715	0.2272727272727273	0.29595015576323985	0.0851063829787234
1958	0.1111111111111111	0.17887641103746685	0.5692719307973827	0.23092958355697868	0.66875	0.2038126745923201	0.1734398879729	0.5474153295385812	0.14699039969026625	0.4648117839607202	0.3846153846153845	0.20588235294117643	0.7777777777777778	0.537313432835821	0.05071787327572726	0.48421052631579004	0.4545454545454546	0.3333333333333333	0.18604651162790692	0.23333333333333336	0.4786821705426357	0.03435114503816794	0.38762214983713356	0.02278481012658228	0.2702702702702702	0.5044642857142857	0.40909090909090917	0.37383177570093457	0.07092198581560284
1959	0.05555555555555555	0.2245105370478939	0.4700496284795387	0.17099396172234352	0.43125	0.20851422870456698	0.16931608832981707	0.44892540125164027	0.14699039969026625	0.5924713584288053	0.4615384615384615	0.20588235294117643	0.8657407407407406	0.6268656716417913	0.09386706085410328	0.5052631578947374	0.3636363636363636	0.5000000000000001	0.18604651162790692	0.24999999999999997	0.5736434108527132	0.0267175572519084	0.4657980456026059	0.020253164556962026	0.4054054054054053	0.4241071428571428	0.2272727272727273	0.3551401869158878	0.0921985815602837
1961	0.2	0.20065046730025132	0.7107893423533325	0.3602210665038358	0.60625	0.1893069593748426	0.18281739329573582	0.6892877262376269	0.14141517354445102	0.37643207855973815	0.4615384615384615	0.32352941176470584	0.648148148148148	0.5820895522388061	0.036334810749601903	0.5263157894736848	0.3636363636363636	0.5555555555555555	0.18604651162790692	0.24999999999999997	0.5600775193798451	0.022900763358778626	0.3224755700325733	0.08354430379746836	0.2702702702702702	0.5758928571428572	0.27272727272727276	0.3925233644859813	0.06382978723404255
1962	0.16666666666666666	0.1808581323228803	0.6861275923256072	0.3050632234851259	0.49375	0.19189593515990216	0.13860915391665266	0.6681827416047111	0.15256562583608152	0.3829787234042554	0.3846153846153845	0.23529411764705882	0.7060185185185184	0.6044776119402987	0.05071787327572726	0.38947368421052675	0.3636363636363636	0.4444444444444445	0.16279069767441853	0.3416666666666666	0.4844961240310079	0.011450381679389315	0.3811074918566776	0.025316455696202528	0.2702702702702702	0.4955357142857143	0.31818181818181823	0.29906542056074764	0.06382978723404255
1963	0.17777777777777778	0.18461347489868812	0.5622781967394921	0.23278240409997367	0.4625	0.1754083440545571	0.1520055900921324	0.5438978320997618	0.2361940180233103	0.4860883797054011	0.3846153846153845	0.5882352941176471	0.810185185185185	0.6268656716417913	0.021951748223476567	0.5263157894736848	0.3636363636363636	0.6111111111111112	0.16279069767441853	0.24166666666666667	0.6337209302325583	0.015267175572519085	0.4006514657980456	0.012658227848101266	0.3243243243243243	0.5535714285714286	0.31818181818181823	0.2554517133956386	0.028368794326241138
1964	0.2222222222222222	0.19803812582885286	0.5257707663302651	0.25397534019850043	0.4125	0.18009326255547142	0.15138284765638482	0.5028603619802031	0.14699039969026625	0.4942716857610476	0.30769230769230765	0.3529411764705882	0.7662037037037036	0.4850746268656716	0.036334810749601903	0.5052631578947374	0.3636363636363636	0.6666666666666667	0.16279069767441853	0.2833333333333333	0.5697674418604652	0.019083969465648856	0.33224755700325737	0.012658227848101266	0.35135135135135137	0.47321428571428575	0.18181818181818185	0.2118380062305296	0.028368794326241138
1965	0.28888888888888886	0.20305186353115645	0.6525036043029833	0.2908443871832656	0.425	0.18802603843220356	0.15066594647458445	0.6306627689239717	0.14699039969026625	0.42880523731587566	0.3846153846153845	0.3823529411764706	0.7499999999999999	0.4925373134328358	0.05071787327572726	0.43157894736842156	0.3636363636363636	0.6666666666666667	0.16279069767441853	0.26666666666666666	0.5465116279069768	0.0267175572519084	0.3843648208469056	0.020253164556962026	0.24324324324324326	0.6071428571428572	0.2272727272727273	0.2554517133956386	0.035460992907801414
1966	0.3333333333333333	0.1708059051835367	0.6231909171564821	0.2902094318286437	0.41875	0.21202400381174152	0.18281739329573582	0.5028603619802031	0.29752150562727814	0.4500818330605565	0.3846153846153845	0.4411764705882352	0.7546296296296295	0.6417910447761196	0.036334810749601903	0.45263157894736894	0.3636363636363636	0.8333333333333334	0.16279069767441853	0.25833333333333336	0.5755813953488372	0.011450381679389315	0.33224755700325737	0.015189873417721518	0.2702702702702702	0.6116071428571429	0.1363636363636364	0.4018691588785046	0.06382978723404255
1969	0.4	0.16496072112061458	0.5677539647332815	0.20291868422439732	0.48125	0.19323232832642495	0.1841570369132838	0.5567953227087661	0.14699039969026625	0.4991816693944354	0.3846153846153845	0.32352941176470584	0.824074074074074	0.6119402985074629	0.021951748223476567	0.3789473684210531	0.27272727272727276	0.6111111111111112	0.16279069767441853	0.29166666666666663	0.6240310077519381	0.019083969465648856	0.35504885993485347	0.02278481012658228	0.35135135135135137	0.5178571428571429	0.18181818181818185	0.2554517133956386	0.035460992907801414
1970	0.3333333333333333	0.19505507884457654	0.6088984695575025	0.24561682954667474	0.5375	0.2208932985567438	0.24979957417313456	0.5931427962432323	0.38672512396032216	0.48772504091653035	0.5384615384615383	0.32352941176470584	0.810185185185185	0.6417910447761196	0.036334810749601903	0.5157894736842111	0.5454545454545454	0.6111111111111112	0.18604651162790692	0.19166666666666668	0.618217054263566	0.007633587786259542	0.30944625407166126	0.02278481012658228	0.24324324324324326	0.6741071428571429	0.1363636363636364	0.3925233644859813	0.05673758865248226
1971	0.34444444444444444	0.11823886748749997	0.6188172341133414	0.21718956604712827	0.55	0.2066488731890113	0.18147774967818783	0.36802296015879593	0.3811498978145069	0.41407528641571195	0.4615384615384615	0.411764705882353	0.8009259259259258	0.6492537313432838	0.036334810749601903	0.46315789473684266	0.4545454545454546	0.7777777777777778	0.16279069767441853	0.23333333333333336	0.49612403100775193	0.022900763358778626	0.32573289902280134	0.03291139240506329	0.2702702702702702	0.5044642857142857	0.18181818181818185	0.3925233644859813	0.06382978723404255
