index	DT	t вып-обр	t продувка	ПСН гр.	чист расход C	чист расход Cr	чист расход Mn	чист расход Si	чист расход V	температура первая	температура последняя	Ar (интенс.)	эл. энергия (интенс.)	произв жидкая сталь	произв количество обработок	расход газ Ar	сыпуч известь РП	сыпуч кокс пыль УСТК	сыпуч  кокс. мелочь КМ1	сыпуч  шпат плав.	ферспл CaC2	ферспл  FeV-80	ферспл  Mn5Si65Al0.5	ферспл SiMn18	ферспл  фх850А	эл. энергия	химсталь первый Al_1	химсталь первый C_1	химсталь первый Mn_1	химсталь первый N_1	химсталь первый S_1	химсталь первый Ti_1	химсталь первый V_1	химсталь последний Al	химсталь последний C	химсталь последний Ca	химсталь последний Cr	химсталь последний Cu	химсталь последний Mn	химсталь последний Mo	химсталь последний N	химсталь последний Ni	химсталь последний P	химсталь последний S	химсталь последний Si	химсталь последний Ti	химсталь последний V	химшлак первый Al2O3_1	химшлак первый CaO_1	химшлак первый FeO_1	химшлак первый MgO_1	химшлак первый MnO_1	химшлак первый R_1	химшлак первый SiO2_1	химшлак последний Al2O3	химшлак последний CaO	химшлак последний FeO	химшлак последний MgO	химшлак последний MnO	химшлак последний R	химшлак последний SiO2
96	0.03345724907063197	0.21212121212121213	0.15142915061828502	0.18333717399896587	0.39122002431207864	0.0982986823534993	0.1953245274650372	0.16552403366503798	0.46969422824772866	0.751207729468599	0.7538461538461538	0.3551339283723	0.22339478497994494	0.17213114754098352	0.0	0.23020410538413413	0.1941980363977643	0.19247779406975382	0.4143656783898924	0.22169811320754718	0.25	0.4922066261453182	0.16275621228442874	0.20486961735078535	0.09866220735785951	0.267100526170036	0.2	0.5617685305591679	0.5027624309392265	0.35714285714285715	0.21621621621621617	0.2857142857142857	0.024096385542168672	0.06382978723404255	0.8183990442054958	0.05714285714285714	0.574660633484163	0.24675324675324675	0.43893129770992373	0.06666666666666667	0.5	0.25000000000000006	0.27777777777777773	0.4814814814814815	0.7962674961119751	0.5	0.4044943820224719	0.0	0.5833333333333333	0.016778523489932886	0.27807486631016043	0.01415929203539823	0.15909090909090912	0.0	0.0	0.7974683544303798	0.07317073170731707	0.22222222222222224	0.035460992907801414	0.6666666666666666	0.0
97	0.030978934324659233	0.1919191919191919	0.167038313399554	0.1714635807601608	0.4524643607028401	0.11996098058517263	0.3810949633632756	0.28088306771379606	0.4836839067850135	0.7439613526570048	0.7307692307692307	0.3252905616211659	0.22066041133913325	0.23770491803278676	0.0	0.234888491249509	0.18001592183836498	0.19247779406975382	0.47668824977745455	0.22169811320754718	0.25	0.5081984578702867	0.24407125641507774	0.3888806825498605	0.12040133779264212	0.30974799224591526	0.2	0.5266579973992198	0.4656669297553276	0.39285714285714285	0.2702702702702703	0.2857142857142857	0.024096385542168672	0.06382978723404255	0.8315412186379928	0.05714285714285714	0.5806938159879337	0.25541125541125537	0.44592875318066166	0.08333333333333334	0.5416666666666666	0.2986111111111111	0.27777777777777773	0.4444444444444445	0.791601866251944	0.5	0.4157303370786517	0.0	0.5243055555555556	0.010067114093959734	0.28342245989304815	0.017699115044247784	0.14772727272727276	0.0	0.0	0.5031645569620252	0.19512195121951217	0.2839506172839506	0.09929078014184396	0.5333333333333332	0.0
99	0.03965303593556382	0.15151515151515152	0.16359213460368943	0.18624196907576804	0.5645872472096364	0.2223424694901384	0.6759556566027025	0.4739155645374469	0.486046484358303	0.7753623188405797	0.717948717948718	0.5674923381708274	0.24191105469563337	0.21448087431693993	0.0	0.3638254848048415	0.305076386589432	0.19247779406975382	0.583526943584704	0.0660377358490566	0.25	0.5108989075490671	0.3841138324178622	0.6792467670841809	0.22408026755852842	0.25823871503738577	0.0	0.422626788036411	0.3827940015785319	0.46428571428571425	0.43243243243243246	0.14285714285714285	0.012048192771084336	0.0425531914893617	0.8255675029868578	0.04285714285714285	0.579185520361991	0.23376623376623376	0.44529262086514004	0.06666666666666667	0.625	0.27777777777777785	0.22222222222222224	0.5925925925925926	0.7993779160186625	0.5	0.3932584269662921	0.0	0.4357638888888889	0.023489932885906045	0.45989304812834225	0.10088495575221237	0.06818181818181818	0.0	0.0	0.550632911392405	0.07317073170731707	0.4598765432098766	0.07092198581560284	0.2666666666666666	0.0
100	0.03841387856257745	0.09090909090909091	0.1499425635515913	0.2129132238427318	0.5087910266327771	0.21340595609426335	0.5854974159947504	0.3686057319246545	0.4828211635578365	0.821256038647343	0.7410256410256411	0.6557058059546429	0.24494582533608694	0.2431693989071038	0.0	0.3827957927813904	0.31925850114883136	0.19247779406975382	0.5241721136917876	0.1037735849056604	0.25	0.5072121475342083	0.29075211508267257	0.5914616717598515	0.21571906354515047	0.246330656327887	0.0	0.4772431729518856	0.4001578531965272	0.46428571428571425	0.35135135135135137	0.14285714285714285	0.024096385542168672	0.0425531914893617	0.8112305854241338	0.04285714285714285	0.5806938159879337	0.25541125541125537	0.43893129770992373	0.08333333333333334	0.5833333333333334	0.2916666666666667	0.22222222222222224	0.4814814814814815	0.7838258164852256	0.5	0.4157303370786517	0.0	0.4270833333333333	0.01342281879194631	0.4438502673796792	0.03893805309734513	0.06818181818181818	0.0	0.0	0.6139240506329113	0.07317073170731707	0.33333333333333337	0.06382978723404255	0.4000000000000001	0.0
101	0.03593556381660471	0.08080808080808081	0.14528008635718628	0.16527682514851824	0.47927947839540275	0.15301777814675568	0.3583580177460262	0.31030160394975825	0.4600069832409168	0.8260869565217391	0.7435897435897436	0.3217996495729885	0.22710695400866407	0.18032786885245905	0.0	0.2046291042930505	0.11941961417547686	0.19247779406975382	0.502408676064385	0.05660377358490566	0.25	0.48113274182024407	0.28171711017926715	0.36524623380869486	0.15468227424749162	0.19225976183882582	0.2	0.4785435630689207	0.4577742699289661	0.42857142857142855	0.4054054054054055	0.14285714285714285	0.048192771084337345	0.0425531914893617	0.8363201911589009	0.02857142857142857	0.5761689291101056	0.24242424242424243	0.4421119592875319	0.13333333333333333	0.5833333333333334	0.3402777777777778	0.33333333333333337	0.5925925925925926	0.7807153965785382	0.5	0.42696629213483145	0.0	0.4340277777777779	0.016778523489932886	0.45989304812834225	0.06017699115044248	0.06818181818181818	0.0	0.0	0.5379746835443038	0.07317073170731707	0.4444444444444445	0.07092198581560284	0.2666666666666666	0.0
102	0.0322180916976456	0.09090909090909091	0.1453476586255828	0.18074234917301102	0.5438335727704718	0.1902433672924796	0.519818553850541	0.24672132545428194	0.48023895126585847	0.8381642512077294	0.7410256410256411	0.3114574749952395	0.23060262897721068	0.2336065573770491	0.0	0.1999301706454851	0.13360172873487622	0.19247779406975382	0.5667097417817111	0.07075471698113207	0.25	0.5042600186662217	0.17329705133840176	0.5289992000867709	0.1923076923076923	0.18845195236776516	0.2	0.44343302990897276	0.4175217048145225	0.39285714285714285	0.35135135135135137	0.14285714285714285	0.024096385542168672	0.0425531914893617	0.8148148148148148	0.02857142857142857	0.574660633484163	0.2251082251082251	0.440203562340967	0.1	0.5416666666666666	0.27777777777777785	0.22222222222222224	0.5185185185185186	0.7698289269051324	0.5	0.42696629213483145	0.0	0.453125	0.03355704697986577	0.4438502673796792	0.04424778761061947	0.07954545454545454	0.0	0.0	0.3702531645569621	0.09756097560975609	0.29012345679012347	0.049645390070921995	0.3333333333333333	0.0
103	0.03345724907063197	0.0707070707070707	0.14737482262315021	0.10876530785195464	0.48356171952701954	0.08932065894185039	0.4170428514984127	0.22005278282298574	0.48023895126585847	0.7391304347826086	0.7615384615384615	0.6036730422199567	0.2407104285194244	0.23087431693989058	0.0	0.34905948588137736	0.13360172873487622	0.19247779406975382	0.5142796420429683	0.17452830188679247	0.25	0.5042600186662217	0.16877954888669905	0.4243323556616089	0.09030100334448159	0.3018554417058986	0.2	0.4967490247074123	0.45067087608524076	0.39285714285714285	0.4054054054054055	0.2857142857142857	0.024096385542168672	0.0425531914893617	0.8172043010752688	0.04285714285714285	0.5806938159879337	0.2857142857142857	0.4465648854961833	0.16666666666666666	0.5	0.3888888888888889	0.4444444444444445	0.5925925925925926	0.7884914463452566	0.5	0.42696629213483145	0.0	0.5746527777777778	0.020134228187919465	0.3877005347593583	0.019469026548672566	0.13636363636363638	0.0	0.0	0.680379746835443	0.1219512195121951	0.35185185185185186	0.04255319148936171	0.6	0.0
104	0.02973977695167286	0.08080808080808081	0.1528481654165822	0.21753061570390927	0.5526411758205326	0.1621173666045993	0.4852015240534922	0.2930064891321959	0.47615088723821486	0.855072463768116	0.7589743589743589	0.6537943246244542	0.2414627653179781	0.21448087431693993	0.0	0.3884985234001076	0.2844478563212147	0.19247779406975382	0.5805592020900582	0.20754716981132074	0.25	0.4995869483152845	0.23202458321053712	0.48848300224477276	0.16387959866220733	0.19689836610357242	0.0	0.4538361508452537	0.42541436464088395	0.42857142857142855	0.3783783783783784	0.14285714285714285	0.03614457831325301	0.0425531914893617	0.8267622461170848	0.02857142857142857	0.5761689291101056	0.24675324675324675	0.4440203562340968	0.08333333333333334	0.5	0.2569444444444445	0.33333333333333337	0.4444444444444445	0.7760497667185072	0.5	0.4157303370786517	0.0	0.4809027777777778	0.006711409395973154	0.3850267379679145	0.06725663716814159	0.07954545454545454	0.0	0.0	0.44620253164556967	0.09756097560975609	0.5277777777777778	0.06382978723404255	0.2666666666666666	0.0
105	0.030978934324659233	0.1111111111111111	0.15352388688424892	0.1996657833708563	0.5647253840203338	0.22416001518080578	0.5982148040133872	0.3248381980507023	0.4804525685949938	0.7922705314009661	0.7538461538461538	0.33729756660859433	0.2503704613343174	0.2363387978142076	0.0	0.22373034230931493	0.30249782030590483	0.19247779406975382	0.5845161907495859	0.12051382221947615	0.25	0.5045048957151791	0.239553753963375	0.5999025463102677	0.2265886287625418	0.29119357518692884	0.0	0.44863459037711323	0.4025256511444356	0.39285714285714285	0.35135135135135137	0.14285714285714285	0.024096385542168672	0.0425531914893617	0.8195937873357229	0.02857142857142857	0.5776772247360483	0.2727272727272727	0.4433842239185751	0.15000000000000002	0.5	0.4097222222222222	0.22222222222222224	0.5925925925925926	0.782270606531882	0.5	0.4157303370786517	0.0	0.3645833333333334	0.0302013422818792	0.5721925133689839	0.06725663716814159	0.05681818181818182	0.0	0.0	0.509493670886076	0.09756097560975609	0.4444444444444445	0.07801418439716312	0.2666666666666666	0.0
106	0.03345724907063197	0.12121212121212122	0.15332117048449218	0.20145445061154324	0.49147972151618957	0.16956248443374405	0.4635667163966295	0.18770305185336777	0.4727051795453656	0.7415458937198067	0.7589743589743589	0.2653754125764015	0.23831364474172712	0.18306010928961736	0.0	0.1849605027713525	0.11941961417547686	0.19247779406975382	0.5123011477132043	0.10849056603773587	0.25	0.4956485091112195	0.12209869021910424	0.46991307823385686	0.17140468227424746	0.301301578510108	0.2	0.47594278283485053	0.4293606945540647	0.35714285714285715	0.35135135135135137	0.14285714285714285	0.024096385542168672	0.0425531914893617	0.8219832735961768	0.014285714285714285	0.574660633484163	0.26839826839826836	0.4421119592875319	0.08333333333333334	0.5	0.3194444444444445	0.16666666666666669	0.5555555555555556	0.7807153965785382	0.5	0.4157303370786517	0.0	0.5347222222222223	0.016778523489932886	0.3823529411764706	0.04424778761061947	0.09090909090909093	0.0	0.0	0.6772151898734177	0.1463414634146341	0.25617283950617287	0.07801418439716312	0.4000000000000001	0.0
108	0.04337050805452292	0.08080808080808081	0.15001013581998784	0.21753061570390927	0.3621449883965078	0.11744665962973065	0.19546496980222244	0.138162663187605	0.46883148502055155	0.7198067632850241	0.764102564102564	0.500661730742127	0.2411735630319653	0.23497267759562845	0.0	0.30314668528782784	0.12779951479715598	0.19247779406975382	0.37974202761902454	0.3867924528301887	0.25	0.4912203158092397	0.13263952927307726	0.20486961735078535	0.11872909698996653	0.3200636942675159	0.4	0.6124837451235372	0.4964483030781373	0.35714285714285715	0.35135135135135137	0.42857142857142855	0.048192771084337345	0.06382978723404255	0.8315412186379928	0.014285714285714285	0.5897435897435899	0.26839826839826836	0.4433842239185751	0.08333333333333334	0.5	0.2847222222222222	0.6111111111111112	0.5925925925925926	0.7729393468118197	0.75	0.4157303370786517	0.0	0.6406250000000001	0.023489932885906045	0.2219251336898396	0.01592920353982301	0.1931818181818182	0.0	0.0	0.7911392405063291	0.19512195121951217	0.16358024691358025	0.049645390070921995	0.7333333333333334	0.0
120	0.03469640644361834	0.06060606060606061	0.16420028380295965	0.2220844777487704	0.46951044314288864	0.14474542500326149	0.3001225994726323	0.23562755280414077	0.48466624562955857	0.8623188405797102	0.8358974358974359	0.40685965524445983	0.23313392524698745	0.20491803278688525	0.0	0.2710251822109719	0.24963721149359816	0.19247779406975382	0.4935054515804475	0.09905660377358491	0.25	0.5072121475342083	0.2139545734037263	0.3061601119557808	0.14632107023411367	0.30559401827748545	0.2	0.5266579973992198	0.49092344119968423	0.35714285714285715	0.18918918918918923	0.2857142857142857	0.03614457831325301	0.06382978723404255	0.8088410991636797	0.0857142857142857	0.579185520361991	0.20346320346320343	0.4516539440203563	0.08333333333333334	0.4583333333333333	0.2847222222222222	0.3888888888888889	0.25925925925925924	0.7791601866251945	0.5	0.4044943820224719	0.0	0.5538194444444445	0.016778523489932886	0.4197860962566845	0.01415929203539823	0.13636363636363638	0.0	0.0	0.6645569620253164	0.09756097560975609	0.2962962962962963	0.049645390070921995	0.6	0.0
121	0.0322180916976456	0.06060606060606061	0.17974187431583213	0.30092145580135743	0.419902751685269	0.13316413060236962	0.30171829193226984	0.1712563846750744	0.4833672416597811	0.782608695652174	0.782051282051282	0.3135303205271077	0.2374338768508467	0.19262295081967204	0.0	0.23993657166964893	0.16067667471191133	0.19247779406975382	0.4400861046768228	0.10849056603773587	0.25	0.505736083100215	0.14318036832705028	0.30953646177594735	0.1346153846153846	0.32331764054278594	0.2	0.5656697009102731	0.4775059194948698	0.35714285714285715	0.24324324324324323	0.2857142857142857	0.03614457831325301	0.0425531914893617	0.8375149342891278	0.07142857142857142	0.5731523378582203	0.23376623376623376	0.4382951653944021	0.08333333333333334	0.4583333333333333	0.3055555555555556	0.27777777777777773	0.4814814814814815	0.7791601866251945	0.5	0.4044943820224719	0.0	0.576388888888889	0.016778523489932886	0.34491978609625673	0.005309734513274335	0.14772727272727276	0.0	0.0	0.6867088607594938	0.09756097560975609	0.3765432098765432	0.06382978723404255	0.7333333333333334	0.0
123	0.03469640644361834	0.21212121212121213	0.17176836286235556	0.2858641606068254	0.5435407227317935	0.15467224877545452	0.48835144504464595	0.2234700229379312	0.49548852074082556	0.748792270531401	0.7666666666666667	0.12039273932148477	0.20914907144127115	0.2527322404371585	0.0	0.1148547403948268	0.17763176448872392	0.3030972743341711	0.46877427245839903	0.20283018867924482	0.25	0.5195104171040693	0.1552270415315909	0.4935475269750224	0.1563545150501672	0.3491415120465245	0.2	0.47074122236671007	0.44593528018942385	0.3214285714285714	0.43243243243243246	0.2857142857142857	0.03614457831325301	0.06382978723404255	0.8291517323775388	0.02857142857142857	0.579185520361991	0.264069264069264	0.4491094147582698	0.1	0.4583333333333333	0.3194444444444445	0.33333333333333337	0.7037037037037037	0.8102643856920684	0.75	0.42696629213483145	0.0	0.4809027777777778	0.03691275167785235	0.22994652406417113	0.01415929203539823	0.14772727272727276	0.0	0.0	0.6613924050632911	0.1219512195121951	0.2654320987654321	0.09929078014184396	0.3333333333333333	0.0
124	0.030978934324659233	0.2222222222222222	0.1709574972633286	0.17795356317356378	0.41371422256602935	0.16129013129024988	0.338934173740279	0.22629249699419304	0.4896463876584506	0.7222222222222222	0.7871794871794872	0.3269685358388813	0.22974245134937132	0.21311475409836056	0.0	0.24092582085861008	0.289604988888269	0.19247779406975382	0.42920438586312154	0.42452830188679247	0.25	0.512871528221224	0.19437872944634782	0.3449881348876958	0.16304347826086954	0.3176405427859319	0.2	0.563068920676203	0.468034727703236	0.39285714285714285	0.3243243243243243	0.2857142857142857	0.024096385542168672	0.0425531914893617	0.8231780167264038	0.02857142857142857	0.5761689291101056	0.2987012987012987	0.4440203562340968	0.08333333333333334	0.5	0.2986111111111111	0.27777777777777773	0.3703703703703703	0.7838258164852256	0.5	0.43820224719101125	0.0	0.4843750000000001	0.016778523489932886	0.3770053475935829	0.035398230088495575	0.09090909090909093	0.0	0.0	0.7088607594936708	0.1463414634146341	0.25308641975308643	0.09929078014184396	0.4000000000000001	0.0
